_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
65.71325989192704,2001,0.7542977955136205,-16.63128394165851,23.576403100356426,14.858965238679815,24.675646,-355.69406,441.94254,14304.345,-2.8407505677565224e-17,-3.821194830792349,2.6430983390796285,0.9999891754344011,0.02461640876814909,2.5244943434354352e-05,0.08269259269779275,0.000245626810229894,1,1571665300.0,2.7571032,5606.537,1.5,1.0,0.0003633170388173104,-0.4711711497603872,-867.3047791438357
28.175708424664332,2001,0.43749609523836014,-3.886399960894517,3.542707655542131,0.4494806737305568,78.428986,-505.73242,537.2388,15035.7705,-2.8407505677565224e-17,-4.290719530609407,3.414167205743999,0.9999577933147782,0.00900918959911222,9.568613957860714e-06,0.050996583099702404,6.327710354937216e-05,2,429432100.0,2.757124,2930.6296,2.25,1.0,0.0002592513405836399,-2.9844274828082753,-127.2265002834421
36.88510856440904,2001,0.21404402972785264,-3.560429866298447,2.61456447561835,0.26936788445951454,54.050896,-359.7837,492.40204,15105.228,2.8407505677565224e-17,-2.9416032077353265,3.971740061837862,0.9999528497064814,0.014184734213584323,1.234837503593625e-05,0.04272088142224525,8.817329727052941e-05,3,156198060.0,2.7572527,1767.4565,3.375,1.0,0.00016468622018861462,-0.8670027885944986,-58.24819376176412
17.082620784517086,2001,0.3589796754803579,-3.4333129053367233,3.1471061498262234,0.5035723602393909,26.353096,-449.4585,428.0559,17944.506,-1.7754691048478266e-17,-3.182661394312478,5.025839002688787,0.9999620797758371,0.0045936762113111,6.4180787331668115e-06,0.03965163158634967,2.426042387502564e-05,4,146494770.0,2.7574368,1711.666,5.0625,1.0,0.00023648847176658446,-8.7314125629084,-180.71480929952182
20.40757769235151,2001,0.3012137810148128,-1.5234585446964184,1.9999999999998905,0.15052752436245248,64.79181,-339.4233,456.09042,15323.313,-5.681501135513045e-17,-2.312884673656882,3.948569153511509,0.9998880775624984,0.005581629999710899,7.812494919782375e-06,0.04642580936145741,3.4825496368787266e-05,5,70931200.0,2.7575924,1191.0154,7.59375,1.0,5.8373345705320956e-05,-0.5833170561423904,-32.82455491383752
23.49305047820984,2001,0.1892058641959916,-1.806190995854765,1.9999999999998905,0.09480040593004399,54.003128,-345.87796,431.3864,14948.371,0.0,-2.976467975871862,3.434188972281226,0.999855349079561,0.006568504580705025,1.2644041979152821e-05,0.05200740106642764,4.0710015571555453e-05,6,35022292.0,2.7575812,836.85645,11.390625,1.0,4.858682667884536e-05,-0.16926590245109474,-12.850172215523347
19.619134370508473,2001,0.21032006167693967,-1.5738965509344247,1.9999999999998905,0.1258031105511821,54.779266,-398.3944,454.0599,13604.022,-2.3081098363021744e-17,-3.2860846260383085,5.121282479083344,0.9997439853704188,0.00495857147854906,1.127929963193662e-05,0.04872880825091368,3.881624854525437e-05,7,35539970.0,2.7575748,842.9812,17.0859375,1.0,3.695324237699145e-05,0.17385570262654293,-1.7039729701563728
24.64901870011826,2001,0.11993675053382788,-1.5830631646583389,1.9999999999998905,0.09413325897557522,53.0794,-363.7298,462.86322,13499.761,-2.8407505677565224e-17,-2.2359622244513533,5.0411773809537035,0.999850275121283,0.008129177876688843,2.2627099307574254e-05,0.04212328527067278,1.871053990445522e-05,8,39370410.0,2.7576637,887.1953,25.62890625,1.0,3.6046198670075135e-05,-0.7200572807809624,-59.67278362208808
17.944024922285386,2001,0.17513115764359743,-1.655186767732436,1.9999999999998905,0.12291909400088373,45.650753,-364.16214,380.54095,13980.864,0.0,-4.730648149561006,4.457132074238485,0.9996555446684809,0.0051798361441753185,1.1131663028461479e-05,0.038086295466284344,1.976739535493422e-05,9,14212452.0,2.757781,532.89984,35.0,0.6666666666666666,1.8438697331585564e-05,0.07854201447398224,-3.339990283528052
21.68324537385675,2001,0.033320030679322564,-1.8075176959682628,1.9999999999998905,0.11838798897629313,46.440624,-369.49762,445.32483,17258.139,2.8407505677565224e-17,-2.659458755311878,2.634610280126995,0.9998204145820732,0.006496350188413306,1.3907076295365661e-05,0.043638435411265025,2.330741778447462e-05,10,6280886.5,2.7579384,354.0821,35.0,0.4444444444444444,3.456789723641353e-05,-0.3643514464620419,-13.079292067862959
